Unnamed: 0,title,ingredients,instructions,image_url,url,ingredients_clear,new_clear
1056,"Салат со свеклой, куриным филе и фасолью","300 г куриного филе
-250 г свеклы
-250 г фасоли (консервированной)
-150 г маринованных огурцов
-150 г лука
-зелень по вкусу
-майонез
-сливочное масло
-соль","Филе отварить до готовности (варить в течение 15–20 минут).
Остудить.
Свеклу отварить до готовности.
Остудить.
Филе мелко нарезать.
Свеклу нарезать соломкой.
Лук нарезать соломкой.
Обжарить лук на сливочном масле до золотистого цвета.
Огурцы нарезать соломкой.
Зелень мелко нарезать.
Смешать филе, свеклу, фасоль, огурцы, лук, зелень.
Немного посолить.
Заправить майонезом.
Приятного аппетита!",https://ist.say7.info/img0012/37/1237_0185hvs_3362_6hi.jpg,https://www.say7.info/cook/recipe/1237.html,"['фасоль', 'свёкла', 'сливочный', 'по', 'консервированный', 'куриный', 'мариновать', 'огурец', 'лука', 'филе', 'майонез', 'масло', 'вкус', 'зелень']","['мариновать', 'зелень', 'вкус', 'свёкла', 'куриный', 'фасоль', 'филе', 'лука', 'масло', 'майонез', 'огурец', 'консервированный', 'по', 'сливочный']"
1057,Луковый пирог,"1 яйцо
-50 г сливочного масла
-100 г сметаны
-½ ч.л. соли
-200–250 г муки
-1 кг лука
-50–70 г сливочного масла
-соль
-200 мл сливок 10–20%
-100 г сыра
-2 яйца
-1 ст.л. муки
-соль
-перец","Готовим начинку
Лук нарезать соломкой.
Выложить на сковороду, смазанную сливочным маслом.
Немного посолить.
Жарить до золотистого цвета.
Остудить.
Готовим тесто
Масло (размягченное) перемешать с яйцом.
Добавить сметану.
Добавить соль.
Перемешать.
Добавить муку.
Замесить тесто.
Готовим заливку.
Сыр натереть на мелкой терке.
Яйца взболтать.
Посолить, поперчить.
Добавить сливки.
Добавить сыр.
Перемешать.
Добавить муку.
Перемешать.
Форму (подойдет форма диаметром 26–28 см) немного смазать маслом.
Выложить тесто.
Сделать бортики.
Выложить начинку.
Выложить заливку.
Поставить в разогретую до 180 градусов духовку.
Выпекать в течение 45–50 минут.
Приятного аппетита!",https://ist.say7.info/img0012/38/1238_0178h2m_3758_6hi.jpg,https://www.say7.info/cook/recipe/1238.html,"['сливочный', 'сливка', 'лука', 'соль', 'яйцо', 'сметана', 'мука', 'сыр', 'масло']","['яйцо', 'сыр', 'лука', 'масло', 'мука', 'сметана', 'сливка', 'сливочный', 'соль']"
1058,"Салат с цветной капустой, говядиной и горошком","300 г говядины (филе)
-200 г зеленого горошка (консервированного)
-200 г цветной капусты
-150 г маринованных огурцов
-2 яйца
-100 г лука
-150 г сметаны
-2–3 зубчика чеснока
-зелень по вкусу
-соль
-перец","Мясо отварить до готовности (варить около 40 минут).
Остудить.
Нарезать кубиками.
Капусту отварить до готовности (варить около 10 минут).
Разобрать на соцветия.
Огурцы нарезать небольшими кусочками.
Лук нарезать соломкой.
Зелень мелко нарезать.
Яйца разрезать на 4 части.
В сметану добавить выдавленный через чеснокодавку чеснок.
Добавить зелень.
Посолить, поперчить.
Перемешать.
Смешать мясо, капусту, огурцы, горошек, лук.
Добавить сметану.
Перемешать.
На тарелки выложить салат, на салат выложить яйца.
Приятного аппетита!",https://ist.say7.info/img0012/39/1239_0139cad_3914_6hi.jpg,https://www.say7.info/cook/recipe/1239.html,"['по', 'консервированный', 'зелёный', 'мариновать', 'капуста', 'огурец', 'горошек', 'лука', 'зелень', 'цветной', 'яйцо', 'филе', 'сметана', 'зубчик', 'чеснок', 'вкус', 'говядина']","['яйцо', 'зубчик', 'зелёный', 'мариновать', 'зелень', 'горошек', 'вкус', 'капуста', 'говядина', 'филе', 'лука', 'чеснок', 'огурец', 'консервированный', 'сметана', 'по', 'цветной']"
1059,Тартифлет,"1 кг картофеля
-200 г бекона (я использовала сырокопченый)
-200 г лука
-100 мл белого сухого вина
-150 мл сливок 10–20%
-200 г сыра Камамбер
-1 ч.л. мускатного ореха (по желанию)
-соль
-перец","Картофель почистить, нарезать тонко.
Залить водой, довести до кипения.
Варить в течение 10 минут.
Воду слить.
Лук нарезать полукольцами.
Бекон нарезать соломкой.
Бекон обжарить.
Добавить лук.
Обжарить.
Сливки смешать с вином.
Добавить мускатный орех.
Посолить, поперчить.
Перемешать.
Сыр тонко нарезать.
В форму (я использовала форму размером 25×15 см) выложить половину бекона с луком.
Выложить половину картофеля.
Выложить оставшийся бекон с луком.
Выложить оставшийся картофель.
Выложить заливку.
Выложить сыр.
Поставить в духовку.
Запекать при температуре 180 градусов в течение 20–25 минут.
Приятного аппетита!",https://ist.say7.info/img0012/40/1240_0124blb_4105_6hi.jpg,https://www.say7.info/cook/recipe/1240.html,"['белый', 'камамбер', 'бекон', 'сливка', 'лука', 'мускатный', 'сырокопчёный', 'орех', 'вино', 'сыр', 'сухой', 'использовать', 'по', 'желание', 'картофель']","['орех', 'сухой', 'использовать', 'сыр', 'белый', 'вино', 'мускатный', 'лука', 'картофель', 'по', 'сливка', 'камамбер', 'сырокопчёный', 'бекон', 'желание']"
1060,Багет,"500 мл воды
-½ ч.л. сахара
-10 г сухих дрожжей (или 30 г сырых)
-750–800 г муки
-1 ч.л. соли
-1 ст.л. растительного масла","Подогреть 250 мл воды (она должна быть теплая, не горячая).
Добавить сахар.
Добавить дрожжи.
Добавить 250 г муки.
Перемешать.
Накрыть салфеткой.
Поставить в теплое место.
Дать опаре подняться.
Добавить соль.
Добавить масло.
Добавить 250 мл воды (комнатной температуры).
Перемешать.
Добавить 550–600 г муки.
Замесить тесто.
Тесто накрыть салфеткой.
Поставить в теплое место.
Дать тесту подняться.
Тесто разделить на 3 части.
Из каждой части сформировать лепешку.
Один край завернуть к середине.
Второй край завернуть к середине.
Свернуть.
Немного раскатать.
Противень застелить бумагой для выпечки (или смазать маслом).
Выложить багеты.
Накрыть полотенцем.
Дать подняться.
Острым ножом сделать надрезы.
Поставить в разогретую до 180 градусов духовку.
Выпекать в течение 20–25 минут.
Приятного аппетита!",https://ist.say7.info/img0012/41/1241_0121m4g_4030_6hi.jpg,https://www.say7.info/cook/recipe/1241.html,"['вода', 'сырой', 'дрожжи', 'соль', 'мука', 'или', 'масло', 'сухой', 'растительный', 'сахар']","['сахар', 'растительный', 'или', 'сухой', 'масло', 'дрожжи', 'мука', 'вода', 'соль', 'сырой']"
1061,Котлеты,"500 г говядины (филе)
-500 г свинины (филе)
-200 г лука
-200 г батона
-500 мл молока
-соль
-перец
-растительное масло","Батон замочить в молоке.
Говядину и свинину пропустить через мясорубку.
Лук пропустить через мясорубку.
Добавить к мясу.
Хорошо перемешать.
Добавить батон (от молока отжать, корочки можно убрать).
Хорошо перемешать.
Посолить, поперчить.
Хорошо перемешать.
Сформировать котлеты.
Пожарить на растительном масле с одной стороны (жарить около 10 минут).
Перевернуть.
Пожарить с другой стороны (жарить около 10 минут).
Приятного аппетита!",https://ist.say7.info/img0012/42/1242_0128n4a_4586_6hi.jpg,https://www.say7.info/cook/recipe/1242.html,"['молоко', 'лука', 'свинин', 'филе', 'батон', 'масло', 'растительный', 'говядина']","['растительный', 'говядина', 'филе', 'лука', 'батон', 'масло', 'свинин', 'молоко']"
1062,Пирог с лососем и брокколи,"50 г сливочного масла
-100 г сметаны
-1 яйцо
-200–250 г муки
-1 ч.л. соли
-500 г свежего лосося (филе)
-300 г брокколи (я использовала замороженную)
-200 мл сливок 10–20%
-100 г сыра
-2 яйца
-соль
-перец","Готовим тесто
Масло смешать с яйцом.
Добавить сметану.
Перемешать.
Добавить соль и муку.
Замесить тесто.
Форму (я использовала форму диаметром 26 см) немного смазать маслом.
Выложить тесто.
Сделать бортики.
Рыбу нарезать небольшими кусочками.
Готовим заливку
Сыр натереть на мелкой терке.
Яйца немного взбить.
Посолить, поперчить.
Добавить сливки.
Перемешать.
Добавить сыр.
Перемешать.
На тесто выложить рыбу и брокколи.
Немного посолить, поперчить.
Вылить заливку.
Поставить в разогретую до 180 градусов духовку.
Выпекать в течение 40–45 минут.
Приятного аппетита!",https://ist.say7.info/img0012/43/1243_0175m3g_5077_6hi.jpg,https://www.say7.info/cook/recipe/1243.html,"['брокколи', 'сливочный', 'сливка', 'лосось', 'соль', 'яйцо', 'сметана', 'мука', 'филе', 'сыр', 'масло', 'использовать', 'заморозить', 'свежий']","['яйцо', 'лосось', 'использовать', 'брокколи', 'сыр', 'филе', 'масло', 'свежий', 'мука', 'сметана', 'сливка', 'сливочный', 'соль', 'заморозить']"
1063,Тарты с печенью и грибами,"500 г слоеного теста (пресного или дрожжевого)
-300 г куриной печени
-300 г грибов
-150 г лука
-100 г сыра
-100 мл сливок 10–20%
-соль
-перец
-растительное масло","Лук мелко нарезать.
Печень нарезать небольшими кусочками.
Грибы мелко нарезать.
На растительном масле обжарить лук.
Добавить печень.
Жарить в течение 5–10 минут.
Добавить грибы.
Посолить, поперчить.
Жарить в течение 10–15 минут.
Добавить сливки.
Перемешать.
Убрать с огня.
Сыр натереть на мелкой терке.
Из теста вырезать квадратики 10×10 см.
Противень застелить бумагой для выпечки или смазать маслом.
Выложить тесто.
Отступая от края 1 см, по периметру сделать надрезы, не прорезая тесто.
Выложить начинку.
Посыпать сыром.
Поставить в разогретую до 180 градусов духовку.
Выпекать в течение 20–25 минут.
Приятного аппетита!",https://ist.say7.info/img0012/44/1244_0131oin_5680_6hi.jpg,https://www.say7.info/cook/recipe/1244.html,"['слоёный', 'сливка', 'куриный', 'гриб', 'лука', 'тест', 'дрожжевой', 'пресный', 'сыр', 'масло', 'или', 'растительный', 'печень']","['слоёный', 'печень', 'растительный', 'или', 'куриный', 'гриб', 'сыр', 'дрожжевой', 'лука', 'масло', 'сливка', 'пресный', 'тест']"
1064,Куриная колбаса,"1 кг курицы (я использовала грудку
-бедра)
-20 г желатина
-2–3 зубчика чеснока
-1 ч.л. сладкой паприки
-1 ст.л. сушеных трав
-100 мл воды
-соль
-перец","Мясо отделить от костей.
Мелко нарезать.
Добавить чеснок, выдавленный через чеснокодавку.
Добавить паприку, травы.
Добавить желатин.
Перемешать.
Добавить воду.
Посолить, поперчить.
Перемешать.
Выложить мясо в тетрапак.
Накрыть фольгой.
Поставить в рукав для запекания.
Завязать.
Поставить в кастрюлю.
Налить воды так, чтобы она доходила до мяса.
Варить при слабом кипении в течение 2–2.5 часов.
Приятного аппетита!",https://ist.say7.info/img0012/45/1245_0174fkn_7762_6hi.jpg,https://www.say7.info/cook/recipe/1245.html,"['сладкий', 'вода', 'грудка', 'бедро', 'курица', 'чеснок', 'паприка', 'зубчик', 'трава', 'использовать', 'сушёный']","['зубчик', 'трава', 'паприка', 'использовать', 'бедро', 'грудка', 'сладкий', 'чеснок', 'сушёный', 'вода', 'курица']"
1065,"Щука, фаршированная белыми грибами","щука (весом около 700–900 г)
-150 г лука
-150 г грибов
-100 г батона
-200 мл молока
-сметана (2–3 ст.л.)
-зелень по вкусу
-соль
-перец
-растительное масло","Щуку почистить.
Брюшко не разрезать.
Жабры удалить.
Отделить голову.
Аккуратно отделить шкурку.
Шкурку полностью снять.
У основания хвоста обрубить кость.
Шкурку вывернуть.
Мясо отделить от костей.
Лук нарезать.
На растительном масле обжарить лук.
Добавить грибы.
Посолить, поперчить.
Жарить в течение 15–20 минут.
Остудить.
Батон замочить в молоке.
Зелень мелко нарезать.
Пропустить через мясорубку мясо, грибы с луком, булочку (булочку отжать от молока).
Добавить зелень.
Перемешать.
Немного посолить, поперчить.
Шкурку нафаршировать.
Выложить на фольгу.
Приложить голову.
Смазать сметаной.
Фольгу завернуть.
Выложить на противень.
Поставить в духовку.
Запекать при температуре 180 градусов в течение часа.
Украсить по вкусу.
Я украсила лимоном и клюквой.
Из лука сделала корону.
Для этого разрезала луковицу на 2 части.
Вынула подходящую по размеру часть.
Ножницами сделала зигзагообразный край.
Приятного аппетита!",https://ist.say7.info/img0012/46/1246_0124fgb_8017_6hi.jpg,https://www.say7.info/cook/recipe/1246.html,"['молоко', 'щука', 'по', 'гриб', 'лука', 'вес', 'сметана', 'масло', 'батон', 'около', 'вкус', 'растительный', 'зелень']","['растительный', 'зелень', 'вкус', 'батон', 'лука', 'масло', 'сметана', 'по', 'молоко', 'гриб', 'около', 'щука', 'вес']"
1066,Цукаты,"3 апельсина
-3 лимона
-3 ч.л. соли
-300 г сахара
-150 мл воды
-сахар (для обваливания цукатов)","Апельсины и лимоны разрезать на две части.
Мякоть вынуть.
Корочки нарезать.
Залить корки 1 л воды.
Добавить 1 ч.л. соли (для того, чтобы ушла горечь).
Довести до кипения.
Варить в течение 10 минут.
Воду слить.
Корки промыть в холодной воде.
Снова залить корки 1 л воды.
Добавить 1 ч.л. соли.
Варить в течение 10 минут.
Снова воду слить, корки промыть.
Залить 1 л воды.
Добавить 1 ч.л. соли.
Варить в течение 10 минут.
Воду слить, корки промыть.
Для приготовления сиропа смешать воду и сахар.
Довести до кипения.
В сироп положить корки.
Варить, при слабом кипении, в течение 1.5–2 часов.
Дать сиропу стечь.
Цукаты обвалять в сахаре.
Выложить на пергамент.
Сушить при комнатной температуре в течение 1–2 дней.
Приятного аппетита!",https://ist.say7.info/img0012/47/1247_0167m1n_8209_6hi.jpg,https://www.say7.info/cook/recipe/1247.html,"['апельсин', 'вода', 'цукат', 'лимон', 'обваливание', 'соль', 'для', 'сахар']","['сахар', 'лимон', 'обваливание', 'апельсин', 'для', 'вода', 'соль', 'цукат']"
1067,Творожный штоллен с марципаном,"200 г сливочного масла
-150 г сахара
-10 г ванильного сахара
-3 яйца
-350 г творога (6–9%)
-1 апельсин
-200 г сухофруктов (я использовала вяленые персики)
-100 г вяленой клюквы
-100 г цукатов
-150 г миндаля
-½ ч.л. молотого имбиря
-½ ч.л. корицы
-½ ч.л. мускатного ореха
-650–700 г муки
-10 г разрыхлителя
-400 г марципана
-100 г сливочного масла (для смазывания штолленов)
-сахарная пудра","Из апельсина выжать сок (необходимо 100 мл).
Сухофрукты нарезать.
Залить апельсиновым соком.
Дать постоять в течение 10 минут.
Цукаты нарезать.
Орехи измельчить.
Масло растереть с сахаром и ванильным сахаром.
Добавить яйца.
Перемешать.
Добавить творог.
Перемешать.
Добавить сухофрукты (вместе с соком).
Перемешать.
Добавить имбирь, корицу, мускатный орех.
Перемешать.
Добавить клюкву, цукаты, миндаль.
Перемешать.
Добавить разрыхлитель и муку.
Замесить тесто.
Тесто разделить на 2 части.
Каждую часть раскатать в форме овала.
Отступив около 2 см влево от середины, сделать углубление.
Справа от углубления выложить марципан.
Свернуть штоллен.
Противень застелить бумагой для выпечки или немного смазать маслом.
Выложить штоллен.
Поставить в разогретую до 180 градусов духовку.
Выпекать в течение часа.
Масло растопить.
Смазать горячий штоллен маслом.
Посыпать пудрой.
Завернуть в бумагу для выпечки.
Хранить при комнатной температуре.
Приятного аппетита!",https://ist.say7.info/img0012/49/1249_01256k6_8415_6hi.jpg,https://www.say7.info/cook/recipe/1249.html,"['ванильный', 'штоллен', 'яйцо', 'масло', 'использовать', 'сахарный', 'корица', 'вяленый', 'мускатный', 'орех', 'творог', 'для', 'миндаль', 'имбирь', 'сливочный', 'марципан', 'клюква', 'молотый', 'разрыхлитель', 'апельсин', 'смазывание', 'цукат', 'мука', 'персик', 'сухофрукты', 'пудра', 'сахар']","['использовать', 'миндаль', 'пудра', 'для', 'сухофрукты', 'сахар', 'орех', 'марципан', 'разрыхлитель', 'штоллен', 'персик', 'яйцо', 'клюква', 'корица', 'мускатный', 'мука', 'молотый', 'вяленый', 'сливочный', 'сахарный', 'цукат', 'смазывание', 'масло', 'творог', 'апельсин', 'имбирь', 'ванильный']"
1068,Слоеный пирог с уткой,"500 г слоеного теста (я использовала дрожжевое)
-300 г утиного филе
-300 г грибов
-200 г лука
-соль
-перец
-растительное масло
-20 мл растительного масла
-1 ст.л. сушеных трав (я использовала прованские)
-1–2 зубчика чеснока
-веточка розмарина (по желанию)
-соль
-перец","Готовим маринад
В масло добавить выдавленный через чеснокодавку чеснок.
Добавить травы.
Посолить, поперчить.
Перемешать.
Обвалять филе утки в маринаде.
Оставить на 20–25 минут.
Выложить филе в фольгу.
На филе выложить веточку розмарина.
Фольгу завернуть.
Выложить в форму для запекания.
Поставить в духовку.
Запекать при температуре 180 градусов в течение 45–50 минут.
Остудить.
Лук нарезать соломкой.
Грибы тонко нарезать.
На растительном масле обжарить лук.
Добавить грибы.
Посолить, поперчить.
Жарить в течение 10 минут.
Филе разобрать на волокна.
Добавить филе к грибам с луком.
Перемешать.
Остудить.
Половину теста раскатать в пласт толщиной 3 мм.
Вырезать круг (диаметром больше, чем диаметр формы для выпечки).
Выложить в форму для запекания (я использовала форму диаметром 26 см), сделав бортики.
Выложить начинку.
Из второй части теста вырезать круг толщиной около 3 мм, диаметром, равным диаметру формы для выпечки.
Выложить на начинку.
Края защипнуть.
Из обрезков теста можно вырезать фигурки.
Приклеить их на желток.
Поставить в разогретую до 180 градусов духовку.
Выпекать в течение 20–25 минут.
Приятного аппетита!",https://ist.say7.info/img0012/50/1250_0128vvv_8666_6hi.jpg,https://www.say7.info/cook/recipe/1250.html,"['слоёный', 'лука', 'тест', 'чеснок', 'зубчик', 'масло', 'использовать', 'филе', 'розмарин', 'прованский', 'утиный', 'дрожжевой', 'по', 'желание', 'гриб', 'веточка', 'трава', 'растительный', 'сушёный']","['слоёный', 'зубчик', 'использовать', 'гриб', 'трава', 'чеснок', 'желание', 'сушёный', 'прованский', 'филе', 'веточка', 'тест', 'розмарин', 'растительный', 'дрожжевой', 'лука', 'масло', 'по', 'утиный']"
1069,Цитрусовый кекс с цукатами и грецкими орехами,"150 г сливочного масла
-3 яйца
-150 г сахара
-100 г цукатов
-100 г грецких орехов
-апельсин
-лимон
-1 ч.л. молотого имбиря
-10 г разрыхлителя
-250–300 г муки
-сахарная глазурь","Из апельсина и лимона выжать сок (необходимо 150 мл).
Орехи порубить.
Цукаты нарезать.
Смешать масло и сахар.
Добавить яйца.
Перемешать.
Добавить сок апельсина и лимона.
Перемешать.
Добавить орехи, цукаты, имбирь.
Перемешать.
Добавить разрыхлитель и муку.
Замесить тесто.
Форму (я использовала форму размером 25×15 см) немного смазать маслом.
Выложить тесто.
Поставить в разогретую до 180 градусов духовку.
Выпекать в течение 30–35 минут.
Готовый кекс можно покрыть глазурью, украсить орехами, дольками мандарина, веточками розмарина.
Приятного аппетита!",https://ist.say7.info/img0012/51/1251_0151nrj_8917_6hi.jpg,https://www.say7.info/cook/recipe/1251.html,"['имбирь', 'апельсин', 'цукат', 'сливочный', 'грецкий', 'лимон', 'глазурь', 'орех', 'яйцо', 'мука', 'молотый', 'масло', 'разрыхлитель', 'сахарный', 'сахар']","['яйцо', 'сахар', 'орех', 'разрыхлитель', 'грецкий', 'лимон', 'масло', 'апельсин', 'молотый', 'мука', 'глазурь', 'имбирь', 'сливочный', 'цукат', 'сахарный']"
1070,Паштет из утиной печени,"700 г утиной печени
-150 г лука (белого)
-300 мл сливок 10–20%
-50 г сливочного масла
-1 ч.л. мускатного ореха (молотого)
-соль
-перец
-150 г лука (красного)
-150 г маслин или оливок без косточки","Белый лук мелко нарезать.
На сливочном масле обжарить лук.
Добавить печень.
Накрыть крышкой.
Тушить в течение 5 минут.
Добавить мускатный орех.
Посолить, поперчить.
Тушить около 5–10 минут (чтобы проверить, готова печень или нет, разломите ее, если выделяется светлая жидкость, печень готова).
Влить сливки.
Перемешать.
Тушить в течение 1 минуты.
Убрать с огня.
Остудить.
Печень переложить в блендер (вместе с соусом, в котором она тушилась).
Измельчить.
Красный лук мелко нарезать.
Маслины нарезать кружочками.
Смешать печень, маслины и красный лук.
Приятного аппетита!",https://ist.say7.info/img0012/52/1252_0126s0v_9884_6hi.jpg,https://www.say7.info/cook/recipe/1252.html,"['белый', 'утиный', 'маслина', 'сливочный', 'сливка', 'лука', 'мускатный', 'косточка', 'орех', 'оливка', 'молотый', 'масло', 'или', 'красный', 'печень']","['печень', 'орех', 'или', 'белый', 'маслина', 'мускатный', 'лука', 'масло', 'оливка', 'молотый', 'сливка', 'красный', 'утиный', 'сливочный', 'косточка']"
1071,Тарталетки «Поросята»,"паштет
-тарталетки
-колбаса
-помидор
-зелень
-гвоздика
-перец горошком","Колбасу тонко нарезать.
Вырезать из нее ушки, пятачки.
Из помидор вырезать ротик.
В тарталетки выложить паштет.
Выложить ушки, пятачок.
Выложить глазки из гвоздики.
На пятачок выложить горошины перца.
Выложить зелень.
Приятного аппетита!",https://ist.say7.info/img0012/53/1253_0192k7d_0003_6hi.jpg,https://www.say7.info/cook/recipe/1253.html,"['гвоздик', 'колбаса', 'помидор', 'горошек', 'тарталетка', 'зелень', 'паштет']","['колбаса', 'зелень', 'горошек', 'тарталетка', 'гвоздик', 'паштет', 'помидор']"
1072,"Салат с языком, маринованным луком, горошком и огурцами","500 г языка
-200 г моркови
-150 г лука
-соль
-перец
-150 г лука (желательно красного)
-15 ст.л. воды
-10 ст.л. уксуса 6–9%
-3 ст.л. сахара
-1 ч.л. соли
-200 г огурцов
-200 г горошка (консервированного)
-200 г помидоров
-6–8 препелиных яиц
-майонез","Лук и морковь крупно нарезать.
Язык промыть.
Положить в кастрюлю.
Залить 3–4 л воды.
Накрыть крышкой.
Довести до кипения.
Варить в течение 2 часов (накипь снимать).
Добавить лук, морковь.
Посолить, поперчить.
Варить в течение 40–60 минут (чтобы проверить готовность, проткните язык ножом, нож должен легко входить).
Красный лук нарезать соломкой.
Смешать воду и уксус.
Добавить соль.
Добавить сахар.
Перемешать.
В маринад положить лук.
Оставить на 20–30 минут.
Готовый горячий язык опустить в холодную воду.
Остудить.
Почистить (шкурку начать снимать с толстой части).
Нарезать соломкой.
Огурцы нарезать соломкой.
Смешать язык, огурцы, горошек, лук (маринад слить).
Посолить, поперчить.
Заправить майонезом.
Помидоры и яйца нарезать небольшими кусочками.
На тарелки выложить салат, на салат выложить помидоры и яйца.
Приятного аппетита!",https://ist.say7.info/img0012/55/1255_0135t52_9373_6hi.jpg,https://www.say7.info/cook/recipe/1255.html,"['язык', 'вода', 'желательно', 'уксус', 'консервированный', 'лука', 'огурец', 'горошек', 'помидор', 'сахар', 'соль', 'яйцо', 'майонез', 'морковь', 'препелин', 'красный']","['яйцо', 'сахар', 'помидор', 'горошек', 'препелин', 'морковь', 'лука', 'язык', 'майонез', 'вода', 'огурец', 'консервированный', 'красный', 'желательно', 'уксус', 'соль']"
1073,Маринованный язык,"говяжий язык (нам понадобится 500 г вареного языка)
-200 г моркови
-200 г лука
-соль
-перец
-30 мл растительного масла
-10 мл уксуса 6–9%
-лимон
-1–2 зубчика чеснока
-зелень по вкусу
-соль","Лук и морковь крупно нарезать.
Язык промыть.
Положить в кастрюлю.
Залить 3–4 л воды.
Накрыть крышкой.
Довести до кипения.
Варить в течение 2 часов (накипь снимать).
Добавить лук, морковь.
Посолить, поперчить.
Варить в течение 40–60 минут (чтобы проверить готовность, проткните язык ножом, нож должен легко входить).
Готовый горячий язык опустить в холодную воду.
Остудить.
Почистить (шкурку начать снимать с толстой части).
Нарезать.
Готовим маринад
С лимона снять цедру.
Выжать сок (нам необходимо 50 мл).
Зелень мелко нарезать.
Смешать масло, уксус.
Добавить лимонный сок.
Добавить выдавленный через чеснокодавку чеснок.
Добавить зелень, цедру.
Посолить.
Перемешать.
В маринад положить нарезанный язык.
Поставить в холодильник на 3–5 часов.
Приятного аппетита!",https://ist.say7.info/img0012/56/1256_01721at_9507_6hi.jpg,https://www.say7.info/cook/recipe/1256.html,"['язык', 'уксус', 'говяжий', 'по', 'лука', 'мы', 'лимон', 'варёный', 'чеснок', 'морковь', 'зубчик', 'масло', 'растительный', 'зелень', 'вкус', 'понадобиться']","['зубчик', 'растительный', 'зелень', 'вкус', 'мы', 'лимон', 'морковь', 'варёный', 'язык', 'лука', 'масло', 'чеснок', 'говяжий', 'по', 'уксус', 'понадобиться']"
1074,Сырный суп с сырными шариками,"куриная грудка (около 500 г)
-600 г картофеля
-400 г плавленого сыра (Хохланд
-Виола
-Президент и т.д.)
-150 г моркови
-150 г лука
-100 г макаронных изделий
-соль
-перец
-150 г сыра (Ламбер
-Тильзер
-Российский и т.д.)
-1 яйцо
-30–40 г муки","Грудку залить водой.
Довести до кипения.
Варить в течение 40–50 минут.
Готовим сырные шарики
Сыр натереть на мелкой терке.
Добавить яйцо.
Перемешать.
Добавить муку.
Перемешать.
Сформировать шарики, величиной чуть меньше грецкого ореха.
Убрать в холодильник на то время, пока варится суп.
Грудку вынуть из бульона.
Остудить.
Отделить мясо от костей.
Мелко нарезать.
Мясо добавить в бульон.
Лук мелко нарезать.
Морковь натереть на средней терке.
Картофель нарезать кубиками или брусочками.
Картофель добавить в бульон.
Варить в течение 5 минут.
Добавит морковь.
Добавить лук.
Посолить, поперчить.
Добавить макаронные изделия.
Варить до готовности макаронных изделий.
Добавить плавленый сыр.
Довести до кипения.
Добавить шарики.
Варить в течение 2–3 минут.
При подаче посыпать зеленью.
Приятного аппетита!",https://ist.say7.info/img0012/57/1257_0175imo_2228_6hi.jpg,https://www.say7.info/cook/recipe/1257.html,"['виола', 'хохланда', 'грудка', 'тильзер', 'куриный', 'лука', 'президент', 'российский', 'макаронный', 'плавленый', 'яйцо', 'мука', 'морковь', 'сыр', 'около', 'изделие', 'ламбер', 'картофель']","['яйцо', 'президент', 'куриный', 'сыр', 'виола', 'морковь', 'грудка', 'лука', 'тильзер', 'картофель', 'макаронный', 'мука', 'плавленый', 'около', 'российский', 'изделие', 'ламбер', 'хохланда']"
1075,Творожный пирог с яблоками и брусникой,"100 г сливочного масла
-100–150 г сахара
-2 яйца
-200 г творога (любой жирности)
-2 ч.л. разрыхлителя
-100–150 г муки
-4–5 яблок
-8–10 ч.л. брусники","Готовим тесто
Масло растереть с сахаром.
Добавить яйца.
Перемешать.
Добавить творог.
Перемешать.
Добавить разрыхлитель и муку.
Перемешать.
Яблоки разрезать на две части.
Вынуть семена.
Форму (я использовала форму размером 20×30 см) смазать маслом или застелить бумагой для выпечки.
Выложить тесто.
На тесто выложить яблоки.
На яблоки выложить бруснику.
Бруснику посыпать сахаром (примерно по 1 ч.л. на каждое яблоко).
Поставить в разогретую до 180 градусов духовку.
Выпекать в течение 35–40 минут.
Приятного аппетита!",https://ist.say7.info/img0012/58/1258_0139hby_2275_6hi.jpg,https://www.say7.info/cook/recipe/1258.html,"['сливочный', 'яблоко', 'брусника', 'жирность', 'разрыхлитель', 'яйцо', 'творог', 'мука', 'масло', 'любой', 'сахар']","['яйцо', 'сахар', 'жирность', 'брусника', 'разрыхлитель', 'яблоко', 'любой', 'масло', 'творог', 'мука', 'сливочный']"
1076,Сырники в духовке,"500 г творога (любой жирности)
-2 яйца
-50 г сахара
-40–50 г манки
-2 ч.л. ванильного сахара","Творог перемешать с сахаром и ванильным сахаром.
Добавить яйца.
Перемешать.
Добавить манку.
Перемешать.
Формочки немного смазать маслом.
Выложить творожную массу.
Поставить в разогретую до 180 градусов духовку.
Выпекать в течение 20–25 минут.
Приятного аппетита!",https://ist.say7.info/img0012/59/1259_0178hwb_2375_6hi.jpg,https://www.say7.info/cook/recipe/1259.html,"['ванильный', 'манка', 'жирность', 'яйцо', 'творог', 'любой', 'сахар']","['жирность', 'яйцо', 'сахар', 'любой', 'творог', 'манка', 'ванильный']"
